,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,cluster
ZFPM2_ENSTGUG00000012190.2,0.0,,,,,,ZFPM2_ENSTGUG00000012190.2,microglia 3 / radial glia
IRF4_ENSTGUG00000002144.2,0.0,,,,,,IRF4_ENSTGUG00000002144.2,microglia 3 / radial glia
_ENSTGUG00000010683.2,0.0,,,,,,_ENSTGUG00000010683.2,microglia 3 / radial glia
ENTPD3_ENSTGUG00000003902.2,0.0,,,,,,ENTPD3_ENSTGUG00000003902.2,microglia 3 / radial glia
TTR_ENSTGUG00000010708.2,0.0,,,,,,TTR_ENSTGUG00000010708.2,microglia 3 / radial glia
_ENSTGUG00000010735.2,0.0,,,,,,_ENSTGUG00000010735.2,microglia 3 / radial glia
_ENSTGUG00000003917.2,0.0,,,,,,_ENSTGUG00000003917.2,microglia 3 / radial glia
OXR1_ENSTGUG00000012194.2,0.25,-13.913697504695524,167.81748613274985,0.4109750841646109,0.5214750056430177,0.6746767022161076,OXR1_ENSTGUG00000012194.2,microglia 3 / radial glia
NOD1_ENSTGUG00000003926.2,0.0,,,,,,NOD1_ENSTGUG00000003926.2,microglia 3 / radial glia
NQO2_ENSTGUG00000002159.2,0.0,,,,,,NQO2_ENSTGUG00000002159.2,microglia 3 / radial glia
_ENSTGUG00000021749.1,0.0,,,,,,_ENSTGUG00000021749.1,microglia 3 / radial glia
_ENSTGUG00000019458.1,0.0,,,,,,_ENSTGUG00000019458.1,microglia 3 / radial glia
RSPO2_ENSTGUG00000012214.2,0.0,,,,,,RSPO2_ENSTGUG00000012214.2,microglia 3 / radial glia
_ENSTGUG00000028033.1,0.0,,,,,,_ENSTGUG00000028033.1,microglia 3 / radial glia
GAREM1_ENSTGUG00000010770.2,0.0,,,,,,GAREM1_ENSTGUG00000010770.2,microglia 3 / radial glia
_ENSTGUG00000020908.1,0.0,,,,,,_ENSTGUG00000020908.1,microglia 3 / radial glia
_ENSTGUG00000010771.2,1.25,-1.0900084915091355,4.776182558811132,0.02732360627563679,0.8687090104253502,0.9735776348486388,_ENSTGUG00000010771.2,microglia 3 / radial glia
TUBB2A_ENSTGUG00000028536.1,3.25,0.8952075217982949,2.150962797028632,0.1674652385104345,0.6823744257726793,0.852347691828783,TUBB2A_ENSTGUG00000028536.1,microglia 3 / radial glia
